id,SQ1,SQ2,DQ1,DQ2,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5#1,Q5#2,Q5#3,Q6#1,Q6#2,Q6#3,Q7#1,Q7#2,Q7#3,Q8,Q9,Q10,Q11,Q12,DQ3,DQ4,DQ5,DQ6
691,2,2,1,2,2,2,3,3,4,2,3,3,4,2,2,5,3,1,6,2,9,3,4,1,5,4,5,7,4,4,3,2,3
692,4,2,2,4,3,1,4,3,3,3,1,4,3,2,3,1,5,9,11,10,9,3,2,1,2,2,2,3,3,2,4,3,3
693,4,2,9,2,3,1,3,4,4,3,4,3,4,2,3,1,5,3,3,9,10,3,7,4,4,4,1,1,1,11,3,1,3
694,1,2,12,4,4,1,4,4,3,3,2,3,3,2,2,1,4,5,2,4,6,3,4,6,1,3,2,2,4,11,2,2,3
695,4,2,5,4,3,2,2,3,4,2,3,4,2,4,2,1,5,7,4,10,2,1,4,3,3,4,2,5,1,2,1,2,2
696,1,2,2,4,2,1,2,2,4,2,1,1,4,1,1,1,2,5,3,4,8,3,1,4,3,4,5,7,3,3,1,2,3
697,2,2,11,4,3,1,2,3,4,3,2,4,3,4,2,1,5,3,10,8,7,3,7,4,4,3,2,2,3,11,2,2,3
698,2,1,12,4,3,2,3,3,3,3,3,3,3,2,2,2,3,5,12,,,3,1,4,1,4,1,4,3,3,3,3,2
699,1,1,9,5,3,2,3,3,3,2,2,3,3,2,3,1,3,5,8,10,11,3,4,7,5,4,2,2,1,3,3,2,2
700,2,1,2,4,3,3,3,3,2,2,3,3,3,3,3,3,1,2,2,3,5,3,2,1,4,3,2,2,4,3,2,2,2
701,1,2,9,4,3,1,3,3,3,2,2,4,2,3,2,1,5,7,8,10,4,3,4,1,3,3,5,4,3,10,3,1,3
702,4,1,4,4,3,2,4,3,3,4,3,4,2,2,2,5,2,3,4,3,9,3,1,5,3,3,4,4,3,3,6,3,4
703,4,2,9,2,4,1,3,3,4,2,3,4,3,3,2,1,3,4,10,8,11,3,7,1,2,3,4,2,3,11,7,2,3
704,4,1,16,4,3,2,3,3,3,2,4,2,3,2,3,4,8,1,4,3,5,1,3,4,2,3,1,2,3,3,4,3,4
705,2,1,12,4,3,2,2,3,4,2,3,2,4,3,3,2,3,8,10,9,5,3,7,4,5,3,4,2,4,3,4,3,2
706,2,1,4,4,4,2,3,3,3,2,3,4,2,3,2,1,4,9,5,6,10,1,3,4,3,4,3,6,1,3,3,2,4
707,2,1,14,4,4,2,2,3,1,3,3,4,4,2,3,1,4,5,7,8,9,3,4,2,4,3,3,1,1,3,5,4,2
708,4,1,16,5,4,1,3,3,3,2,2,3,3,3,2,2,1,3,12,,,3,1,2,3,2,4,3,3,3,5,4,3
709,2,1,9,4,3,2,3,3,3,3,2,4,3,2,2,4,2,7,8,9,11,3,1,4,3,3,4,3,2,3,2,2,3
710,4,1,13,2,3,2,3,3,3,3,2,3,3,2,3,1,2,6,11,5,4,3,4,1,3,3,4,3,3,3,5,2,3
711,3,1,14,2,4,1,4,3,4,4,3,4,3,4,3,2,3,5,4,3,2,4,3,2,2,3,2,3,3,3,5,3,3
712,2,1,9,2,3,2,3,3,3,3,3,3,4,3,4,1,2,3,12,,,3,1,4,4,2,2,3,1,3,3,3,4
713,2,2,1,4,2,3,3,4,3,2,3,3,2,4,3,5,4,9,10,9,4,3,1,6,3,2,4,6,5,3,6,3,3
714,3,1,2,2,4,2,3,4,4,4,3,3,3,4,4,8,5,4,7,2,9,3,2,6,1,2,3,3,3,3,4,3,3
715,3,1,1,2,3,1,3,3,3,3,2,3,3,2,3,4,5,3,9,10,5,3,1,4,2,3,2,4,1,3,5,3,2
716,3,1,11,2,3,2,3,3,2,2,2,3,2,2,3,3,4,2,10,5,6,3,1,7,3,3,4,1,1,3,2,2,4
717,4,2,15,4,3,2,3,4,3,3,3,4,4,2,3,1,8,2,9,5,11,3,2,4,4,3,3,2,1,11,2,1,3
718,3,2,14,4,3,1,3,3,4,3,3,3,4,2,3,5,2,9,12,,,3,1,7,3,3,2,2,1,11,3,3,2
719,2,2,4,4,2,2,3,3,2,2,2,2,3,2,3,1,2,3,5,8,11,3,1,2,3,2,3,4,1,5,8,3,2
720,4,2,6,2,4,1,4,4,4,3,3,3,3,3,3,4,5,3,1,3,7,3,1,4,3,3,4,5,1,11,5,3,3
721,1,2,2,4,3,2,3,3,3,2,3,3,2,2,3,1,3,7,12,,,1,4,3,5,3,5,2,3,10,3,4,4
722,3,2,9,2,2,2,2,3,3,2,3,3,2,2,3,1,4,9,10,11,5,4,3,1,3,3,2,1,3,3,5,2,2
723,1,1,7,2,3,2,3,3,2,3,2,3,3,3,3,1,3,4,3,5,9,3,4,7,3,2,2,4,1,3,4,2,4
724,1,2,13,4,3,2,3,3,4,2,3,4,4,3,3,1,2,7,5,10,4,3,2,1,3,3,3,2,5,3,7,3,4
725,3,2,9,4,3,3,3,3,3,3,2,3,3,2,3,2,5,9,12,,,3,1,4,5,3,2,2,2,11,5,2,2
726,1,2,16,5,2,2,3,3,3,3,3,3,4,3,3,2,1,8,5,4,10,5,4,3,3,3,4,4,5,4,7,4,4
727,2,1,16,2,4,1,3,3,3,2,3,4,3,2,2,3,1,5,12,,,3,1,7,2,3,2,2,1,3,2,3,4
728,2,1,1,2,3,1,2,3,3,3,2,3,3,3,2,1,2,3,12,,,2,3,7,1,4,2,3,1,3,3,3,4
729,1,1,3,2,4,3,4,4,3,4,4,4,4,2,4,1,3,4,9,5,11,3,4,8,4,2,2,5,2,3,2,3,2
730,2,1,15,2,4,1,3,4,3,2,2,4,3,1,1,4,9,3,10,11,6,3,1,4,3,3,2,1,4,3,3,2,3
731,2,1,1,2,3,2,3,3,4,2,3,3,3,3,2,1,3,4,10,9,11,3,4,1,4,4,2,3,3,3,2,3,2
732,1,1,1,2,3,2,3,3,3,3,3,4,2,4,3,2,4,3,11,10,9,3,4,1,1,3,3,3,1,3,1,2,4
733,4,2,9,4,4,3,3,3,2,2,3,3,3,3,3,1,2,5,5,11,9,3,1,4,4,3,3,3,1,2,4,2,2
734,2,1,9,2,3,2,3,4,4,4,2,4,4,1,3,1,7,3,5,9,11,1,2,3,3,4,2,3,3,3,2,2,5
735,1,1,9,2,4,1,3,4,3,3,3,4,3,4,4,1,2,5,9,10,8,3,1,8,4,3,2,4,3,3,2,3,1
736,1,2,9,4,3,3,4,4,3,4,4,4,3,4,4,1,8,6,4,5,9,3,1,7,3,2,2,4,3,3,2,1,5
737,2,2,2,1,1,5,3,3,3,3,2,4,3,3,3,1,3,4,5,9,10,2,4,3,4,5,5,7,1,11,1,1,3
738,2,1,5,2,2,5,4,4,3,2,2,3,2,2,2,5,1,8,3,11,9,11,,,3,5,5,7,6,3,4,3,4
739,3,2,9,4,3,1,2,4,4,3,2,3,4,1,2,2,1,3,11,5,10,3,7,2,1,4,3,1,3,2,4,2,3
740,1,1,9,4,3,2,3,3,3,2,2,3,3,2,2,9,7,1,3,5,10,3,1,7,3,3,4,3,1,3,3,2,3
741,1,2,10,4,3,2,3,3,3,3,2,3,3,3,4,1,2,5,6,7,3,1,3,4,4,3,3,4,1,12,4,2,3
742,1,2,1,4,3,2,3,3,3,3,3,3,2,3,3,1,3,4,12,,,3,4,2,4,3,4,2,1,4,3,2,3
743,1,1,15,4,3,2,3,4,3,3,2,2,4,4,4,2,5,3,12,,,3,1,4,5,3,1,4,1,3,2,1,1
744,1,2,3,4,3,2,3,3,3,3,3,3,3,2,3,5,10,9,4,3,8,5,8,3,3,3,5,4,1,3,3,3,3
745,1,1,9,4,3,4,3,3,2,3,2,2,3,3,2,1,3,4,1,3,4,1,2,3,2,4,3,4,5,3,5,1,2
746,1,1,1,4,3,2,3,3,3,3,2,3,2,3,3,1,7,8,3,9,6,3,4,5,4,2,2,7,1,3,4,2,3
747,1,2,1,4,3,3,4,3,4,4,4,2,3,2,4,5,1,11,12,,,3,8,2,3,3,3,1,1,2,5,4,2
748,1,2,13,4,3,2,3,3,3,3,4,4,3,2,4,1,8,5,9,10,11,7,8,2,4,2,4,1,5,2,2,3,3
749,2,2,9,4,4,2,3,3,4,4,4,4,3,2,3,1,2,4,9,10,11,1,3,4,4,3,4,5,1,3,3,3,4
750,4,2,13,5,2,4,2,3,3,3,2,3,3,3,3,6,9,11,4,5,7,9,10,8,4,2,5,7,6,11,3,3,4
751,1,1,1,3,3,2,3,3,4,3,3,3,2,3,3,2,6,5,3,5,7,2,7,5,2,3,3,3,5,3,2,3,3
752,1,1,1,5,4,1,2,3,4,2,2,3,4,3,2,1,2,3,11,9,3,3,1,7,5,4,4,3,5,3,2,2,3
753,2,1,1,4,3,2,3,3,4,3,3,2,4,2,2,3,1,8,3,10,2,3,1,4,5,3,3,2,1,3,3,2,3
754,2,2,16,4,2,1,4,4,2,4,4,2,2,2,3,1,4,6,10,9,8,3,1,7,3,5,2,2,1,4,2,1,1
755,4,1,1,4,3,2,3,3,3,2,3,3,3,2,3,3,2,9,2,3,4,3,4,1,2,2,4,3,1,3,3,3,3
756,4,1,1,4,3,1,3,3,3,3,3,3,2,2,3,5,4,2,12,,,3,1,4,3,2,2,3,1,3,6,3,3
757,1,2,7,4,4,2,3,4,4,4,3,4,3,3,3,8,6,3,10,9,4,3,4,2,4,2,2,2,2,12,2,3,3
758,1,2,2,3,2,2,3,3,3,3,2,3,2,2,2,5,6,3,3,10,2,3,4,1,3,4,2,2,1,10,3,2,3
759,4,2,9,4,3,3,3,3,2,3,1,4,3,3,3,4,5,3,8,11,7,3,1,4,2,5,1,4,2,11,3,2,1
760,1,2,1,4,2,3,3,3,4,2,3,2,3,3,2,2,8,11,3,5,9,3,4,2,3,4,4,4,1,12,4,3,3
761,4,1,9,4,3,1,3,3,2,3,3,2,3,3,3,2,1,4,12,,,3,1,4,4,2,1,2,2,3,6,3,2
762,4,1,1,5,3,1,2,3,3,4,3,3,3,3,3,1,3,4,6,10,3,2,1,5,3,4,2,1,3,2,1,1,1
763,3,1,9,2,4,1,3,4,2,3,4,4,3,3,4,1,4,3,5,9,10,3,1,4,3,2,1,2,2,2,4,2,2
764,4,1,4,2,3,1,3,3,3,3,4,4,4,1,3,1,3,5,1,3,5,4,1,3,1,3,2,5,1,2,2,2,2
765,4,1,11,4,3,1,3,3,2,3,2,3,2,3,3,2,1,3,2,1,3,3,4,1,3,2,4,4,2,2,5,2,2
766,3,1,1,5,3,2,3,4,3,3,3,4,3,3,3,2,4,3,12,,,1,3,4,4,3,5,3,3,2,6,5,3
767,3,1,6,5,3,1,4,3,3,3,3,3,2,3,3,5,3,2,10,9,11,3,1,4,4,3,4,4,5,2,3,3,4
768,2,2,1,4,4,1,4,3,3,4,4,2,3,3,4,10,3,1,9,5,4,2,7,6,3,2,2,3,1,3,3,4,2
769,2,2,4,4,3,3,3,3,4,2,2,3,1,3,3,1,3,7,12,,,11,,,3,5,2,5,3,3,8,4,3
770,4,2,2,4,3,2,2,3,4,2,3,3,3,2,2,1,2,7,5,4,9,1,4,3,3,3,2,2,2,5,4,1,3
771,3,1,9,4,4,1,3,3,3,2,3,2,3,3,2,1,8,3,11,10,9,7,8,3,3,3,3,3,3,2,2,2,4
772,3,1,6,5,4,2,3,3,3,4,3,4,3,4,3,2,5,1,11,10,9,3,1,4,4,2,4,3,3,2,6,4,3
773,4,1,1,5,4,2,4,3,2,3,4,4,3,3,4,2,4,3,11,10,5,3,7,1,3,1,1,3,5,2,8,4,4
774,2,2,9,4,3,2,2,3,3,2,2,3,3,2,3,3,9,1,5,10,11,11,,,3,4,5,2,2,3,4,2,3
775,3,1,4,4,4,1,2,3,3,3,3,3,3,2,3,5,10,8,3,5,6,2,8,3,3,4,2,2,2,2,4,2,3
776,3,1,1,4,4,1,4,3,4,2,2,2,3,2,2,1,3,5,9,10,6,3,4,1,4,4,2,5,3,2,3,2,1
777,3,1,2,5,3,2,2,3,2,3,3,3,3,2,2,12,,,10,6,8,8,2,3,3,4,1,7,3,2,8,3,2
778,4,1,9,5,3,2,3,4,2,3,4,3,3,4,4,1,4,5,3,5,8,3,4,1,2,2,1,2,2,2,3,2,1
779,4,1,15,4,4,2,4,4,3,4,4,3,4,2,3,2,5,4,11,8,9,3,1,4,3,3,5,2,3,2,4,2,3
780,2,1,1,4,3,4,3,4,4,3,3,4,3,4,4,1,3,2,3,8,6,3,4,1,3,4,2,2,1,2,5,3,4
781,2,1,1,4,3,2,3,3,3,3,2,3,3,4,2,1,7,2,9,10,11,1,4,8,4,5,2,7,2,2,3,1,3
782,2,1,1,4,2,2,3,3,3,2,3,3,3,2,3,5,3,6,8,5,6,3,4,1,3,3,3,3,2,2,5,3,2
783,4,1,14,4,4,1,3,3,2,2,3,1,3,2,3,1,3,4,11,10,9,3,6,2,3,3,2,2,3,2,4,2,4
784,4,2,11,4,4,2,4,3,3,3,3,3,3,1,4,1,2,4,5,9,11,3,4,2,3,3,1,5,3,3,6,3,3
785,2,2,1,2,3,1,3,3,3,2,2,3,3,2,2,1,7,9,12,,,11,,,3,3,5,1,3,3,1,2,3
786,2,2,17,4,3,1,2,3,3,3,3,3,2,3,3,1,8,2,10,5,9,3,4,1,4,3,2,4,6,11,1,3,4
787,1,2,1,4,3,2,3,3,4,3,1,4,3,2,3,1,2,5,3,7,6,3,4,7,4,4,2,4,4,3,8,3,4
788,4,1,14,4,3,1,3,3,4,3,2,4,4,3,3,3,5,2,11,10,9,3,1,4,2,3,4,4,1,2,3,3,3
789,1,2,1,4,3,2,3,3,4,3,2,2,3,2,2,1,5,2,11,6,9,7,3,1,3,3,3,1,3,3,5,2,3
790,2,2,9,4,3,1,3,3,4,4,3,3,3,3,3,1,2,4,5,9,10,7,3,4,3,3,4,3,5,11,4,3,3
791,3,1,1,2,3,2,3,3,3,3,3,3,4,4,4,1,3,5,1,3,5,3,4,1,4,3,2,2,2,2,4,2,3
792,4,1,14,5,3,1,3,3,4,2,3,3,4,2,2,3,1,2,11,10,9,3,4,1,2,4,4,3,1,2,7,4,3
793,2,1,1,4,4,3,3,4,3,4,4,4,3,3,4,1,3,8,3,5,9,3,4,1,4,2,1,7,2,2,5,2,4
794,1,1,1,4,4,2,3,3,3,2,3,3,2,3,3,2,1,5,5,9,4,3,7,8,3,3,2,3,3,2,3,2,4
795,1,2,1,3,2,2,3,3,3,2,3,4,2,1,3,1,2,7,9,11,10,3,1,2,4,3,4,2,3,10,2,2,3
796,2,1,9,4,3,3,2,3,4,3,2,4,3,2,3,1,6,8,3,10,2,1,3,7,3,4,5,6,5,2,5,2,3
797,1,1,12,4,3,3,3,3,2,3,3,3,2,3,3,11,6,1,3,5,4,9,3,1,3,2,4,1,5,2,1,2,3
798,2,2,1,4,3,3,3,3,3,3,2,3,3,3,3,1,11,2,5,9,3,3,4,7,4,4,3,2,1,2,3,2,3
799,4,1,3,4,4,2,4,3,2,3,4,3,2,3,3,1,3,5,6,10,7,4,3,1,2,2,2,4,1,2,5,3,1
800,2,2,1,4,3,3,3,3,4,1,2,4,3,2,2,2,1,3,4,5,6,3,7,1,4,4,2,2,1,3,2,1,4
801,2,1,4,4,3,1,2,3,4,2,1,4,3,3,2,3,2,5,12,,,3,1,4,5,3,2,6,1,2,2,2,4
802,2,2,9,5,3,2,3,3,3,2,2,4,3,3,3,1,4,7,5,4,11,3,4,1,4,3,5,5,4,2,7,4,3
803,3,1,17,2,3,2,3,4,3,3,3,2,3,2,3,5,3,2,8,9,7,3,1,8,3,3,2,3,2,2,4,2,3
804,3,1,9,5,3,2,4,4,4,4,2,4,4,1,2,1,3,4,10,4,7,3,1,2,1,4,2,2,1,2,8,3,2
805,2,2,9,4,3,1,2,3,4,3,3,3,3,1,2,2,1,3,8,11,10,4,1,3,3,4,4,5,1,11,5,3,3
806,1,2,3,4,3,2,3,3,3,2,2,3,2,2,3,1,8,11,4,5,6,4,3,9,3,2,2,4,2,2,2,3,3
807,1,2,14,4,3,2,3,3,3,3,3,4,3,3,3,3,8,6,9,10,7,4,3,1,3,5,5,7,1,12,1,2,3
808,4,1,1,4,4,2,3,4,4,3,3,4,2,4,3,2,3,1,10,11,9,3,4,1,4,3,1,5,1,2,8,3,2
809,2,1,1,4,3,2,3,2,3,3,3,2,2,3,2,1,3,5,6,5,7,5,4,10,1,1,2,3,3,2,4,3,3
810,2,1,1,5,3,1,2,3,3,2,2,3,3,2,3,1,2,5,12,,,3,1,2,4,5,4,4,2,2,4,3,2
811,1,2,9,3,3,2,3,3,3,3,2,3,2,3,3,3,5,1,6,9,4,3,1,4,4,3,2,2,5,10,3,1,5
812,2,2,9,4,2,2,3,3,3,2,3,2,3,2,2,1,2,3,5,8,4,3,1,4,3,3,2,1,5,2,4,2,3
813,2,1,1,5,4,1,4,4,3,4,2,3,3,3,3,1,5,9,10,5,3,3,7,2,3,3,2,2,1,2,4,3,3
814,4,2,9,2,3,1,4,4,3,3,3,3,3,2,3,1,5,3,9,10,6,1,3,4,2,3,2,2,1,3,4,3,3
815,1,2,16,3,3,2,3,3,3,2,2,3,3,3,2,1,5,2,11,9,10,3,1,7,4,3,2,5,1,10,5,3,3
816,3,1,1,4,2,3,3,3,3,3,3,3,3,2,2,1,3,5,12,,,1,2,3,5,5,5,7,1,2,3,3,3
817,3,2,9,4,3,2,2,2,3,2,1,3,2,2,2,1,6,7,5,4,3,3,8,1,3,4,4,3,3,11,4,2,3
818,3,2,13,4,2,3,1,2,4,1,2,4,4,2,3,4,1,2,10,8,9,1,3,4,3,4,1,2,4,12,1,2,2
819,3,1,1,4,4,1,4,4,3,3,4,4,2,1,2,1,6,9,3,5,8,2,3,4,3,3,2,4,1,2,5,3,3
820,4,1,9,2,3,2,3,3,4,3,3,4,3,1,1,1,3,4,10,11,2,1,4,7,1,4,4,1,1,2,2,1,3
821,4,2,4,2,2,5,3,3,3,3,3,2,3,2,3,1,7,8,12,,,1,3,7,1,2,4,2,1,8,1,2,3
822,1,2,9,3,3,5,2,3,3,2,2,3,3,2,3,1,2,3,10,9,11,3,7,4,3,4,5,5,1,10,3,3,3
823,2,1,9,4,3,1,3,3,3,2,2,3,3,3,3,1,3,4,8,9,11,3,1,4,3,3,2,1,2,2,3,3,3
824,2,2,10,4,4,1,4,4,3,3,3,4,2,3,4,5,4,3,12,,,3,4,1,1,5,5,7,3,4,5,3,3
825,2,2,9,2,3,2,2,2,3,3,2,2,3,3,2,1,3,4,6,9,10,3,7,9,3,3,2,5,3,11,2,3,3
826,4,2,9,5,3,2,3,3,4,3,2,3,3,2,2,2,3,6,11,3,1,3,4,1,4,3,2,5,3,3,4,2,2
827,2,2,1,4,3,2,3,3,4,3,3,3,4,2,3,2,1,5,9,10,11,3,4,1,4,2,2,1,1,3,8,3,3
828,3,2,9,2,4,3,3,3,4,4,3,4,4,1,1,1,5,2,3,4,11,3,4,1,4,4,3,1,3,11,4,1,5
829,1,1,3,5,4,1,4,3,4,3,3,2,3,3,2,1,5,6,1,4,6,3,5,8,1,3,1,2,3,2,3,1,1
830,1,2,9,2,3,2,3,3,3,2,2,3,2,3,3,2,5,4,5,8,11,3,1,4,3,2,2,3,3,3,5,3,2
831,4,2,17,4,3,3,3,3,2,3,3,4,3,3,3,3,4,1,9,10,6,1,3,4,4,3,2,5,3,5,8,3,3
832,2,1,10,5,3,4,3,3,2,2,1,1,1,3,2,2,8,3,5,3,10,3,2,1,3,3,5,4,2,2,8,3,3
833,1,2,1,4,2,2,3,3,3,3,2,3,2,2,3,1,5,6,12,,,3,4,7,4,3,5,2,1,3,3,2,3
834,1,2,9,3,2,2,3,3,3,3,2,3,3,3,3,2,1,5,9,11,4,3,4,5,5,5,5,7,3,3,4,2,3
835,4,1,16,4,4,1,4,4,4,3,2,3,3,4,3,1,2,3,3,2,10,1,3,6,3,3,1,2,1,2,4,3,3
836,2,1,16,5,3,1,2,2,3,2,3,3,3,2,3,3,2,7,12,,,3,2,7,4,3,2,5,5,2,7,3,2
837,2,1,15,4,4,1,4,4,4,3,2,4,2,3,2,4,8,3,5,9,10,3,4,1,4,3,2,3,1,2,2,2,3
838,1,2,1,2,1,4,2,3,4,2,2,3,2,2,2,6,11,10,7,11,2,8,4,5,3,2,5,6,4,12,1,2,2
839,1,2,12,4,3,1,2,3,4,2,1,3,4,2,3,2,5,8,11,5,3,11,,,5,4,2,1,1,10,1,2,3
840,3,1,9,4,3,2,3,3,3,3,3,3,2,3,4,1,3,2,5,10,11,3,1,4,4,3,5,3,3,2,8,4,2
841,2,1,10,5,4,1,2,4,4,2,1,4,4,2,2,2,3,4,3,9,8,3,4,7,3,4,1,1,1,2,2,1,4
842,1,1,4,4,3,3,3,3,3,2,2,3,3,3,4,2,5,4,3,9,8,3,1,7,3,4,1,3,3,2,4,3,2
843,1,1,9,4,3,2,3,3,3,2,2,4,2,4,2,3,4,8,5,6,10,3,8,4,3,4,1,7,4,2,2,2,3
844,2,2,15,3,3,2,3,3,3,3,2,3,3,3,3,2,4,5,5,10,11,3,7,4,5,2,2,1,2,3,4,2,4
845,4,2,3,4,4,2,3,4,4,4,3,2,3,2,2,2,4,6,11,3,5,3,4,7,3,4,2,2,1,4,4,2,3
846,1,2,9,5,3,2,3,3,3,2,2,3,3,3,3,2,8,5,12,,,3,1,4,3,3,4,4,4,10,5,2,4
847,1,2,9,4,3,1,2,2,3,1,1,3,3,3,2,4,3,6,12,,,3,4,2,3,3,5,1,3,12,2,2,3
848,1,1,10,5,4,2,3,3,3,3,3,4,3,4,3,4,3,6,9,11,10,4,3,1,4,2,2,3,1,2,1,3,2
849,1,1,14,5,2,3,3,3,3,2,2,3,3,2,1,2,1,6,5,11,10,3,4,6,3,4,5,7,1,2,4,2,4
850,4,2,15,2,3,3,4,4,3,3,3,4,3,4,4,1,6,8,3,4,10,1,3,7,3,4,4,5,3,11,1,1,3
851,4,2,3,4,3,3,3,3,3,3,4,4,3,3,3,1,4,2,11,9,10,3,4,1,4,3,2,3,3,11,4,3,3
852,1,2,9,2,3,3,3,3,4,3,3,3,3,3,3,2,6,9,2,4,10,3,1,2,3,4,5,7,6,3,5,3,3
853,4,2,2,2,3,1,3,3,3,2,4,4,2,3,3,7,8,6,5,11,10,1,3,2,3,3,4,2,2,11,5,3,3
854,4,1,9,4,4,2,3,3,3,2,3,3,4,2,1,3,1,2,8,6,9,3,2,1,4,3,2,4,1,2,8,3,1
855,2,2,10,2,3,2,3,3,3,3,2,3,3,3,3,1,2,4,9,8,5,3,1,5,3,4,3,3,3,4,2,1,4
856,1,1,2,2,3,1,3,4,3,3,4,4,4,4,4,2,1,3,3,9,5,3,4,1,3,4,3,7,2,2,2,1,3
857,2,2,9,2,3,4,3,3,3,3,2,2,3,3,2,1,6,9,5,8,10,8,9,7,3,3,2,4,4,11,1,1,3
858,2,2,12,2,3,2,3,3,3,2,4,3,3,3,4,1,4,2,5,9,10,3,1,4,3,2,2,7,3,1,2,2,1
859,2,1,3,5,4,1,3,4,3,3,1,4,3,3,3,8,2,1,11,9,3,4,3,2,4,2,4,2,3,2,2,2,3
860,1,1,9,2,4,1,4,4,1,4,2,2,4,3,4,6,10,2,2,4,3,2,6,5,3,3,2,5,4,2,3,2,2
861,1,2,9,2,3,2,3,3,3,2,1,4,3,4,3,1,6,7,3,9,4,3,1,7,4,3,3,1,5,12,1,2,3
862,3,2,9,2,2,3,3,4,4,3,3,3,4,3,4,4,1,8,1,6,8,3,8,9,1,2,5,1,1,11,3,3,3
863,4,2,11,2,3,1,3,3,3,3,2,3,3,2,2,1,3,2,11,8,9,1,3,4,4,3,2,2,1,11,2,1,4
864,1,2,1,2,2,2,3,3,4,3,1,4,4,1,2,1,9,3,5,11,8,1,4,7,3,4,2,3,3,3,5,3,3
